184.5954742,1496
185.0452748,1497
185.4951298,1498
185.945039,1499
186.3950025,1500
186.8450203,1495
187.2950923,1497
187.7452185,1504
188.1953989,1503
188.6456335,1501
189.0959222,1497
189.546265,1498
189.9966619,1502
190.4471129,1500
190.8976179,1497
191.3481769,1499
191.79879,1498
192.249457,1501
192.7001779,1494
193.1509528,1500
193.6017815,1497
194.0526642,1497
194.5036006,1499
194.9545909,1500
195.4056351,1499
195.8567329,1499
196.3078846,1499
196.75909,1499
197.210349,1501
197.6616618,1503
198.1130282,1497
198.5644483,1498
199.0159219,1501
199.4674492,1495
199.91903,1502
200.3706644,1502
200.8223522,1505
201.2740936,1496
201.7258884,1502
202.1777367,1500
202.6296384,1499
203.0815935,1497
203.5336019,1497
203.9856637,1500
204.4377788,1496
204.8899472,1498
205.3421689,1497
205.7944439,1504
206.2467721,1500
206.6991534,1498
207.151588,1497
207.6040757,1499
208.0566166,1501
208.5092105,1497
208.9618576,1497
209.4145576,1500
209.8673108,1501
210.3201169,1500
210.7729761,1496
211.2258881,1505
211.6788532,1501
212.1318711,1501
212.584942,1497
213.0380657,1495
213.4912422,1501
213.9444716,1498
214.3977538,1499
214.8510887,1500
215.3044764,1499
215.7579168,1501
216.2114099,1501
216.6649557,1499
217.1185542,1494
217.5722052,1495
218.0259089,1498
218.4796652,1502
218.933474,1497
219.3873353,1498
219.8412492,1500
220.2952155,1499
220.7492343,1504
221.2033056,1499
221.6574292,1500
222.1116053,1500
222.5658337,1499
223.0201144,1500
223.4744475,1499
223.9288328,1502
224.3832705,1501
224.8377603,1499
225.2923024,1499
225.7468967,1506
226.2015432,1499
226.6562418,1502
227.1109925,1500
227.5657953,1500
228.0206503,1503
228.4755572,1501
228.9305162,1499
229.3855272,1500
229.8405902,1496
230.2957052,1500
230.750872,1502
231.2060908,1504
231.6613615,1501
232.116684,1507
232.5720584,1501
233.0274846,1498
233.4829626,1496
233.9384923,1498
234.3940738,1503
234.849707,1504
235.3053919,1502
235.7611285,1501
236.2169167,1503
236.6727565,1499
237.128648,1500
237.584591,1501
